Frequency (Hz),Strain Energy (J)
14938.494140625,10360.8466796875
15110.2275390625,863.9348754882812
15283.9345703125,343.83880615234375
15459.638671875,243.29766845703125
15637.36328125,314.3442687988281
15817.1298828125,1809.7890625
15998.9638671875,1736.130615234375
16182.8876953125,274.0171813964844
16368.9267578125,187.15777587890625
16557.103515625,346.7171936035156
16747.443359375,26003.373046875
16939.97265625,271.65423583984375
17134.71484375,225.92539978027344
17331.6953125,1972.570556640625
17530.94140625,523.7992553710938
17732.4765625,141.2379150390625
17936.330078125,98.19151306152344
18142.525390625,88.10706329345703
18351.091796875,87.7472915649414
18562.056640625,92.79436492919922
18775.4453125,102.99899291992188
18991.287109375,120.55023193359375
19209.611328125,151.91822814941406
19430.4453125,216.8430633544922
19653.818359375,398.1574401855469
19879.7578125,1438.688720703125
20108.296875,139838.140625
20339.4609375,1021.5226440429688
20573.283203125,389.7087097167969
20809.794921875,378.5615234375
21049.0234375,691.6611938476562
21291.00390625,871.2393798828125
21535.765625,316.3438720703125
21783.33984375,457.71246337890625
22033.76171875,481.7738037109375
22287.0625,652.069091796875
22543.2734375,1002.0369262695312
22802.431640625,1796.4197998046875
23064.568359375,4281.43310546875
23329.71875,22264.373046875
23597.916015625,222203.78125
23869.19921875,8215.5830078125
24143.599609375,5493.37548828125
24421.154296875,1687.57763671875
24701.900390625,760.2588500976562
24985.873046875,600.2607421875
25273.109375,558.5997924804688
25563.650390625,248.11813354492188
25857.529296875,180.9879608154297
26154.787109375,152.29779052734375
26455.462890625,137.9426727294922
26759.595703125,97.28401947021484
27067.224609375,84.48716735839844
27378.388671875,79.82467651367188
27693.130859375,90.29434967041016
28011.4921875,188.1358184814453
28333.51171875,145479.546875
28659.234375,161.1975860595703
28988.69921875,77.11807250976562
29321.955078125,94.58601379394531
29659.0390625,12762.876953125
30000.0,94.71912384033203
